id	TCGA-DD-AACL_StageI	TCGA-WJ-A86L_StageI	TCGA-EP-A2KC_StageI	TCGA-K7-A5RF_StageI	TCGA-G3-AAUZ_StageI	TCGA-DD-AAD1_StageI	TCGA-BD-A3EP_StageI	TCGA-DD-AAE6_StageI	TCGA-DD-AADJ_StageI	TCGA-DD-AAVZ_StageI	TCGA-2Y-A9GX_StageI	TCGA-DD-A1EG_StageI	TCGA-DD-AAE2_StageI	TCGA-XR-A8TC_StageI	TCGA-FV-A2QR_StageI	TCGA-DD-AAD2_StageI	TCGA-FV-A2QQ_StageI	TCGA-K7-A6G5_StageI	TCGA-DD-A4NN_StageI	TCGA-2Y-A9HB_StageI	TCGA-ED-A7PX_StageII	TCGA-DD-AACH_StageII	TCGA-ZS-A9CD_StageII	TCGA-5R-AA1C_StageII	TCGA-FV-A3I0_StageII	TCGA-ED-A5KG_StageII	TCGA-CC-5258_StageII	TCGA-DD-AAVU_StageII	TCGA-4R-AA8I_StageII	TCGA-KR-A7K7_StageII	TCGA-K7-AAU7_StageII	TCGA-5C-A9VG_StageII	TCGA-UB-A7MA_StageII	TCGA-CC-A9FS_StageII	TCGA-DD-A1EH_StageIII	TCGA-DD-A39W_StageIII	TCGA-CC-A7IE_StageIII	TCGA-BC-4073_StageIII	TCGA-CC-A7IH_StageIII	TCGA-CC-A3MA_StageIII	TCGA-BC-A216_StageIII	TCGA-CC-A7II_StageIII	TCGA-ED-A82E_StageIII	TCGA-LG-A9QD_StageIII	TCGA-DD-A4NE_StageIII	TCGA-G3-A25T_StageIII	TCGA-ED-A7XO_StageIII	TCGA-BW-A5NP_StageIV	TCGA-DD-A119_StageIV	TCGA-DD-A1EK_StageIV
hsa-mir-20b	6.61433	3.80799	2.57176	3.40442	3.02263	3.57157	3.55848	3.68991	4.62613	3.35133	3.43312	2.66823	3.01376	3.61796	2.00775	2.93494	2.63606	2.66076	4.37537	3.56392	3.28362	4.00337	3.29561	2.39943	2.03376	5.11275	2.31013	1.93177	4.88397	4.26947	2.71261	3.62286	4.35654	4.42569	1.09431	5.57621	4.50003	1.49283	3.26217	2.06678	3.41032	6.45827	4.29627	2.1737	6.08365	2.53997	4.89806	2.2031	1.76511	5.39911
hsa-mir-1301	5.0781	2.4156	3.07348	2.11072	2.47723	3.89691	3.87992	2.22133	4.9973	4.02519	3.38644	3.96647	2.32735	3.56607	2.75882	2.44135	3.81155	2.42108	6.69933	2.59131	3.74188	2.92091	2.61931	2.42837	3.38071	5.25603	4.93991	2.59549	2.4068	4.55861	2.88323	2.94358	3.54421	3.25793	3.04696	4.05049	5.19016	3.57125	1.71888	2.52072	4.27056	3.5926	4.59874	2.34093	3.83538	4.42756	2.97474	5.57239	2.93421	1.88238
hsa-mir-1247	5.41011	1.39274	1.7078	3.54779	1.83116	4.00336	6.24572	1.06968	0	4.21593	4.31575	1.90442	1.03449	7.51024	1.32813	4.55828	2.72004	2.86623	2.87599	3.36171	4.4249	1.17672	3.39974	0.513587	4.62283	6.31111	6.72346	0.160018	2.17189	0	5.02142	5.60698	0.864291	9.57467	6.30759	0.170648	2.46447	2.4085	4.20751	2.42604	3.1996	3.55429	3.45363	1.41331	0.533521	4.00678	5.07733	6.50525	5.98581	5.17603
hsa-mir-1306	4.61426	4.29986	3.92769	3.06621	3.62402	3.06404	3.4846	2.9592	4.04177	4.44661	2.45173	3.75938	2.99806	2.16028	4.51334	2.38682	4.32209	2.13349	5.43271	3.06115	2.29686	2.95482	2.92874	2.03565	2.96015	3.1223	4.52503	3.42439	2.53134	3.83067	2.26491	2.44077	2.61536	3.59521	3.5998	3.0501	3.69418	3.04573	2.86838	3.66271	4.75521	5.18602	3.20438	2.49077	3.6421	3.07605	2.87707	2.88314	3.15949	4.53396
hsa-mir-411	7.67602	0.345922	2.17087	1.07475	2.77555	2.8316	3.01026	9.21361	0.984857	3.96693	3.81437	2.1787	2.0207	7.17565	2.10307	3.46879	2.2406	2.42108	2.2198	1.34857	3.31034	1.95658	2.54858	0.714921	4.49386	0.567288	7.37978	1.93177	1.82778	6.33553	5.26858	3.96956	2.09821	2.51171	4.8023	5.27311	4.04392	3.00555	2.24007	2.63095	3.34344	8.42748	1.78637	2.53745	1.93881	3.58406	3.335	4.89905	3.3801	3.5265
hsa-mir-503	6.05065	3.3523	2.41337	3.12838	3.20522	3.42604	3.62875	3.23655	2.29762	2.43798	4.97431	3.36119	3.14778	2.98915	1.90568	4.02757	2.54688	3.20593	4.77293	3.58731	2.5644	2.23015	3.27385	2.89024	1.63554	3.71851	3.30864	3.16615	3.95444	3.16603	2.35469	4.26374	4.57091	4.4701	1.49374	3.30962	4.09931	1.80522	2.40521	3.20188	4.44018	5.71494	2.52127	1.68615	4.88207	3.33743	4.03893	3.92043	2.04863	3.17959
hsa-mir-539	7.87883	0.85829	1.40515	2.93322	1.83116	2.85246	2.5609	8.31809	0.984857	4.13509	2.58173	1.6875	1.26174	7.80703	2.39442	3.009	1.99304	2.86623	3.69493	1.89008	2.7709	1.74035	1.92325	0.891568	3.83136	0.444987	7.87404	1.63758	0.968066	7.44726	4.7781	2.84821	2.70885	1.22879	4.67987	4.79416	4.2041	3.33229	2.24007	2.77235	2.479	8.62984	2.05679	1.91551	2.73721	3.65771	3.09547	7.37007	3.63707	3.17959
hsa-mir-628	3.54269	3.77981	3.67188	3.6782	2.65516	3.18413	3.91784	2.33043	3.43178	2.72587	3.28828	3.46725	3.20358	3.27427	3.49835	2.44135	2.54688	2.13349	4.15609	4.31802	2.1858	2.67867	4.20879	2.7597	2.76434	3.84481	3.51008	3.51599	3.42244	3.36981	3.22227	2.70311	2.95767	3.93327	3.92494	2.98295	3.46034	4.64622	3.21844	2.93591	4.68941	2.35315	3.16679	3.40752	3.85037	3.05803	3.03637	2.64809	3.00224	3.5815
hsa-mir-1468	1.39999	3.6918	4.34832	4.04343	3.0861	3.18413	4.37845	4.2301	0.258004	2.66435	4.9424	2.69759	2.35225	3.89531	2.2352	2.68676	4.12053	3.12821	3.21601	2.72387	2.42465	1.33957	4.16217	5.11575	4.34288	2.5989	4.49368	3.77279	0.711476	1.73741	2.61907	2.63616	1.15748	4.65459	2.47	4.59868	3.4174	6.47204	5.87942	3.23017	1.14011	4.1755	2.68975	4.41491	2.60198	2.18887	5.11352	3.3035	4.22617	3.28277
hsa-mir-6715a	4.16481	4.91953	4.86936	3.00125	2.42909	1.35365	3.82111	4.45156	4.43038	3.95841	2.70098	2.29848	3.23068	4.9908	5.92794	3.35978	4.87367	3.41675	3.55226	3.21924	1.06505	2.79554	4.83221	3.58623	0	0.31135	3.44601	2.56722	6.53104	4.8586	2.06661	4.00537	3.06764	5.57572	1.16904	5.4284	2.62407	3.08482	5.4204	2.18714	3.12192	0.396276	0.306897	4.22834	0.803859	0.274269	4.53152	1.07665	3.5026	6.24807
hsa-mir-487b	7.7783	1.39274	1.6138	1.84056	2.16088	2.67642	3.26684	8.22578	0.666729	4.23721	2.77533	2.00176	1.63077	7.37353	2.14847	3.04466	2.35008	1.96488	3.05599	1.73114	2.86402	1.57578	1.86622	0.513587	4.70889	0.444987	6.89525	1.88672	1.69206	7.1775	6.04021	2.99792	2.56625	1.59242	4.44443	5.80404	4.3252	2.63609	1.95038	2.21572	2.59853	8.94411	2.08393	1.91551	1.69479	2.56571	3.66266	7.01858	2.89895	3.49819
hsa-mir-154	7.44223	0.85829	2.0324	3.87234	1.40304	2.36407	3.3524	9.15084	0.834544	4.12751	3.23658	2.63827	1.4114	6.72157	2.10307	3.46879	3.01422	2.28444	1.67581	2.16345	3.29704	1.61872	2.7823	0.513587	4.95537	0.444987	5.72698	1.88672	1.18584	7.00032	6.06923	2.925	2.46269	1.12151	3.31721	5.24949	3.89536	2.34552	2.55338	2.58786	2.12801	9.1101	2.23686	2.8277	2.19524	2.64028	3.96162	6.53144	1.76511	3.10646
hsa-mir-141	3.54269	2.90749	1.51324	5.9678	3.02263	2.95249	2.17905	1.50162	2.04725	3.04835	2.58173	2.1787	2.47067	5.27562	1.85181	2.27118	2.54688	2.86623	4.17569	1.5525	9.03017	4.34763	1.54143	1.69816	2.32669	8.79153	1.69023	1.79216	2.68225	2.96506	8.41228	1.05847	3.32551	2.55359	9.59367	0.909924	7.6334	4.88641	1.83927	2.40137	2.70892	2.93324	2.80841	2.05037	3.1786	2.48707	2.84299	4.16304	1.50862	1.96744
hsa-mir-511	6.23983	2.90749	3.62446	5.06407	3.89603	3.41205	4.72705	2.43185	1.65721	2.57802	4.21249	4.05984	2.66205	2.01302	2.27668	2.97245	4.37486	3.41675	3.01305	2.92088	1.67106	2.36234	3.83075	3.02896	1.72447	2.3145	4.11536	3.0887	2.8826	4.65087	2.6666	2.72475	1.15748	3.53377	3.14278	2.09243	5.2403	5.45502	3.60556	2.15798	3.47423	2.67215	1.97216	4.21404	2.70457	2.6643	5.26278	1.68628	2.04863	4.96472
hsa-mir-485	7.20109	1.23561	1.51324	2.33818	2.88666	2.52868	3.32444	8.88348	0.834544	4.1724	2.91344	1.43211	1.4114	7.58711	2.95044	3.009	1.69401	1.55379	2.67028	1.111	3.08129	1.17672	2.08193	0.714921	4.45541	0.567288	7.28682	1.74245	1.69206	7.01124	6.75057	2.44077	1.60934	2.12408	3.67865	4.92514	3.54257	3.59852	1.71888	2.29823	1.8674	8.74379	1.27636	2.8277	1.69479	2.04988	3.64298	7.12845	2.89895	4.13494
hsa-mir-216a	3.54269	7.75946	4.84888	0.452897	7.97455	3.60883	6.42427	0	8.07714	1.30623	3.8319	3.96647	8.5958	2.41617	8.4489	2.93494	5.21496	0	0.573154	6.95142	1.71172	1.70093	3.76987	0	0.410585	2.56993	2.15845	0.304047	5.57577	0.830354	2.6666	2.41438	4.8217	6.28405	1.3078	0.323228	6.30594	2.78594	0	0	2.70892	0.962228	0.480342	2.1737	2.04691	0.877762	6.34779	1.07665	2.39077	8.07152
hsa-mir-376c	7.0723	1.23561	2.41337	1.50789	2.69642	2.78894	3.14425	8.13093	0.476793	3.1416	2.91344	1.95391	1.31337	5.65672	1.54735	3.30202	2.12212	2.13349	1.56125	1.89008	3.69195	1.17672	2.54858	0.513587	5.54727	0.567288	5.862	1.79216	0.968066	5.52767	6.43096	3.11728	3.56936	2.00839	4.14454	4.82004	4.4793	3.7762	2.40521	2.65202	3.16129	7.83865	2.61729	2.05037	1.75977	2.6643	4.86447	5.16743	3.274	3.24919
hsa-mir-149	0.628851	4.61905	2.41337	4.2809	2.69642	3.49401	4.63899	0.93795	1.97722	1.98035	2.58173	3.6585	0.68846	0.901114	3.67937	3.61825	4.21038	1.96488	4.82351	1.89008	5.78071	4.37919	4.01254	2.95133	4.81394	2.27914	3.34423	2.59549	2.44952	4.65087	3.65815	1.70658	2.46269	2.91658	2.76321	1.91165	3.79827	1.49283	1.28237	4.42653	4.34082	3.43286	5.37898	1.98451	2.80035	5.79827	3.5823	3.75251	3.40544	2.90558
hsa-mir-301a	4.72271	3.66122	2.80232	3.2452	2.21866	3.06404	3.87992	1.90589	3.69435	3.33826	2.30885	2.86216	1.4114	2.73092	3.37007	2.20969	2.63606	2.95894	6.19838	2.99272	2.62951	2.46001	2.68673	1.54803	2.53772	4.07872	2.51137	2.13807	1.89114	5.09865	3.26921	2.82835	2.75341	3.37933	2.71414	3.39819	5.54961	2.4085	3.07867	4.50389	4.23411	4.94082	2.54099	1.41331	3.58944	4.06208	3.2851	4.92562	1.68457	1.96744
hsa-mir-412	7.84837	0.345922	2.35646	0.452897	3.05471	3.04603	3.93643	5.69308	0.984857	4.889	3.96494	2.37314	1.50319	7.82921	0	3.17907	0	3.12821	1.15019	2.16345	3.71213	1.70093	1.86622	1.1908	4.33349	0.567288	6.81508	2.35207	0.399159	5.93334	3.07154	2.99792	1.40102	2.17862	3.704	3.36341	4.45827	3.62528	3.73536	3.15837	2.70892	10.9211	2.21247	2.90093	0.533521	1.17395	3.7572	6.42373	2.86281	3.55426
hsa-mir-96	4.38827	4.10917	1.6138	1.30751	3.28851	3.00934	2.3552	0.242646	1.56474	1.35896	1.69393	1.50032	0.232332	1.45155	5.41793	1.26904	4.42577	0.56946	2.67028	4.33194	5.58122	3.32257	2.43553	0.714921	5.73733	4.54848	0	4.24391	3.48538	3.77025	4.55635	4.53273	3.20233	4.20696	5.24378	2.78691	1.19611	1.89593	0.653475	6.75103	4.71609	4.98469	4.95171	2.71038	4.07126	5.39005	2.1475	3.78189	0.797553	4.38732
hsa-mir-1295b	2.80935	3.23264	5.26687	5.17131	4.15471	2.11056	2.5609	5.27542	2.69667	4.08119	3.62629	3.34273	3.99454	5.01034	4.27828	3.17907	3.77275	3.76375	2.55526	3.33432	0	4.03541	3.51552	4.53823	1.43934	1.28996	0	4.07345	3.16486	5.31854	1.15992	0	4.31254	3.67326	2.96544	3.23462	0	2.7377	3.91048	1.44966	3.23693	0	0	3.30333	5.89765	0.957701	3.87993	1.80552	4.19744	3.759
hsa-mir-708	2.34979	1.66344	1.95783	3.79779	2.10069	5.11704	6.37401	0.450298	0.258004	1.64032	4.64807	5.35677	0.905858	2.16028	4.18332	4.17964	3.31357	2.76715	4.17569	2.95724	6.03216	2.88619	4.46069	1.1216	4.83073	6.01053	1.16174	0	2.01007	0.980137	4.72858	3.19686	3.71167	1.32864	2.92289	1.25169	1.70471	4.46549	0	3.60985	0.311266	5.19849	6.20347	1.60081	2.70457	4.14125	3.12413	2.36716	3.72022	4.09769
hsa-mir-454	3.57612	2.55516	3.07348	3.30025	3.51294	2.72249	3.01026	2.92482	2.73961	2.33645	2.58173	2.57642	1.89078	3.2081	2.27668	2.59354	2.63606	3.48069	5.51195	3.02734	2.32334	3.08299	2.8128	1.25682	2.05678	4.23452	2.84526	2.65044	2.60877	3.85026	2.68978	2.80822	4.4677	3.40243	2.55605	3.52949	4.1786	2.58247	2.40521	3.87472	3.62263	3.20457	2.26084	2.05037	3.77378	3.05803	3.09547	4.56908	1.84138	2.86181
hsa-mir-216b	2.96886	8.00139	4.04038	0.452897	8.36195	3.06404	5.72116	0	7.90749	1.40983	4.05723	4.01391	8.37669	3.61796	7.97134	2.54457	4.89189	0	0.792156	7.27507	0.24128	1.74035	3.63981	0	0.0919977	2.04659	1.45005	0.160018	5.7525	1.23983	1.75105	0.373273	5.37893	6.532	0.749376	0.461205	6.75717	0.931461	0.363425	0.241544	3.16129	0.396276	0.211673	0	1.99388	0.877762	6.26976	0.873302	0.453203	7.40407
hsa-mir-181d	2.18624	1.53443	2.71447	2.70748	1.67481	3.88683	3.4846	1.19038	1.97722	2.76547	3.03948	2.9131	2.642	2.41617	3.11956	3.38781	3.07927	2.66076	3.13822	3.15807	4.11209	2.93796	2.7823	1.87675	3.69131	4.71651	2.23628	1.26761	1.89114	1.55842	3.44303	3.63434	4.64374	1.22879	3.1794	1.46357	2.62407	3.57125	2.40521	5.6681	2.12801	7.57488	4.19411	1.98451	2.09807	4.08005	2.80808	3.6606	3.45484	1.4809
hsa-mir-3615	3.67199	2.90749	3.47206	2.22893	4.06306	2.14479	3.4846	3.02561	3.43178	3.87939	2.66231	2.40907	3.28342	1.84901	3.3114	2.20969	3.51508	1.77393	4.0749	2.22441	2.73189	3.22868	2.7193	1.91815	2.10173	3.58008	3.07444	3.04836	2.64598	3.79067	3.19011	2.80822	3.35473	2.12408	2.24667	3.32777	4.45827	3.04573	1.28237	3.41408	3.08145	2.80859	2.67197	3.0371	2.37192	2.12105	3.4972	2.64809	2.74861	3.10646
hsa-mir-653	6.51441	5.52293	2.1033	2.53461	2.37929	3.34	3.23716	1.67714	0.476793	2.28288	3.76048	3.77323	3.89639	1.45155	2.57152	2.54457	3.14151	2.28444	2.82724	2.39318	2.12689	5.37573	2.92874	3.39424	1.80822	2.68247	4.47774	2.98564	2.81886	3.79067	3.32951	1.70658	2.2302	2.17862	2.02318	1.17353	1.55426	2.21065	0.894859	1.63038	3.67796	6.57766	1.78637	2.97062	2.28628	2.12105	2.73562	2.01796	2.48889	3.17959
hsa-mir-616	4.2081	4.27988	3.20824	2.78672	2.47723	1.92602	2.82313	5.0387	2.82182	2.22723	2.09324	2.75456	2.77684	2.52889	3.04949	2.27118	2.63606	0.56946	2.72452	3.46636	2.71199	3.63641	3.00995	3.77831	1.54077	2.93052	3.98616	1.63758	2.44952	3.19697	1.45881	2.30368	4.29757	2.63386	1.16904	2.09243	3.37314	3.08482	3.38594	1.40071	2.41531	1.6838	1.71871	2.58266	4.32852	1.93608	2.30602	3.38234	1.76511	4.3718
hsa-mir-363	5.334	2.79933	1.79605	2.11072	2.61269	2.85246	2.65371	3.3183	2.97339	2.53283	2.58173	2.21974	2.24997	3.13874	0.867153	2.7312	2.2406	2.13349	2.36347	2.09981	2.37489	3.08299	1.6125	1.31996	1.9866	4.34123	1.98894	1.69097	4.14843	3.57213	2.73507	3.25752	3.56936	3.86839	1.0155	4.68572	3.79827	1.49283	2.05354	1.24302	3.12192	5.67086	3.85125	2.05037	3.29278	1.36197	4.88973	0.353079	2.33909	4.22406
hsa-mir-153-2	3.06617	0.624733	3.62446	4.38643	1.83116	3.82483	3.45911	1.06968	0.476793	1.8014	3.43312	3.717	2.60104	2.41617	2.97584	2.85686	3.69187	1.96488	3.45935	2.76548	2.60814	2.11491	2.68673	1.31996	3.03159	4.37512	1.98894	0.864818	2.31737	2.59879	2.29546	2.36009	1.7032	1.67062	2.49926	6.12793	3.95663	3.65156	1.443	2.32471	3.47423	3.66629	3.01994	1.30955	1.99388	1.93608	4.37336	1.80552	3.76007	3.71047
hsa-mir-1266	3.32402	2.95867	2.1033	4.50833	1.90341	2.42106	1.90475	3.08909	2.65242	2.53283	1.76863	2.04807	2.05143	3.56607	2.60448	1.26904	1.85126	2.28444	4.34106	2.22441	3.82761	2.02202	1.30444	0.279528	3.38071	3.65096	3.11621	2.09911	3.56525	3.16603	1.91744	1.47079	2.70885	1.88261	4.21678	1.25169	4.82977	4.83	1.10159	1.06595	2.70892	4.20052	3.43267	3.00425	4.20562	4.19171	1.24625	2.64809	2.28549	2.33063
hsa-mir-4772	3.60879	1.99298	3.03773	2.22893	3.05471	4.62321	3.899	1.75749	2.46046	2.96576	4.51335	3.82734	2.99806	2.01302	2.317	4.06278	3.64966	3.41675	0	3.27793	1.93419	2.31091	3.55214	1.54803	0.729836	4.27995	2.44736	1.1197	2.71763	2.73148	3.98308	2.80822	2.2302	2.81694	1.37248	3.1757	3.28032	4.27582	2.325	2.29823	3.3088	1.94297	1.01948	2.49077	0.675013	2.01293	4.03893	0.636513	1.76511	2.26494
hsa-mir-323a	7.68562	0.624733	1.87921	1.50789	0.449388	1.75925	2.17905	7.78775	0.666729	3.83355	2.20507	1.28517	0.836969	6.47658	0.754218	1.68515	0.456904	0.976683	2.2198	0.975723	2.4489	0.62318	1.21592	0.4013	4.73766	0.164058	7.39683	0.954875	1.08106	6.85758	5.46952	1.70658	1.95291	0.588697	3.75341	5.11483	3.98632	2.21065	1.28237	2.49763	2.04626	10.4016	0.902392	1.19775	1.31703	2.34566	2.49346	5.66991	1.9828	2.51146
hsa-mir-95	2.09694	2.55516	2.96345	2.43974	1.40304	2.21092	2.7826	3.84506	1.56474	2.82291	2.40566	3.28589	0.764624	2.52889	3.07323	1.85543	2.72004	3.41675	3.45935	1.96343	2.42465	3.9706	4.24279	3.75565	1.08363	2.65515	0.318987	2.50895	0.845468	1.23983	3.45661	1.70658	3.66577	1.67062	2.76321	3.54509	1.55426	2.13817	3.5712	4.02765	2.90718	4.40808	1.53424	1.98451	3.5161	2.75659	2.40278	2.9877	3.15949	2.94805
hsa-mir-299	7.43997	0.85829	1.87921	2.11072	1.58978	2.00269	1.24624	8.05248	0.476793	2.5097	2.25789	1.56545	0.836969	4.80182	0.971886	2.77431	1.69401	2.13349	2.2198	1.34857	2.60814	1.05695	2.35492	0.146524	3.55247	0.567288	6.24752	1.40175	1.54223	5.94705	3.41547	2.44077	1.28438	1.50974	2.85661	3.41527	2.54648	2.58247	2.14982	2.00261	2.34867	7.27265	1.41105	1.19775	2.09807	2.51376	2.44884	4.31145	1.76511	2.67212
hsa-mir-323b	7.08977	0.85829	1.6138	1.30751	1.49943	1.35365	2.97473	5.87518	0.476793	2.62183	1.44335	2.00176	0.335824	5.48572	1.79584	1.7728	1.85126	1.2939	2.67028	0.659903	1.2965	0.705146	1.30444	0.714921	4.15303	0	6.21905	0.555037	0.563753	7.38314	5.36536	0.669549	1.79133	1.0056	3.98822	6.17883	3.32747	2.4085	1.71888	2.29823	1.76891	9.32016	0.840079	1.07655	1.48018	3.24487	1.34696	5.58911	1.07535	3.37905
hsa-mir-671	4.16481	2.26107	2.52087	2.78672	1.58978	2.07549	3.45911	3.26432	2.46046	1.64032	2.35806	2.75456	2.44775	1.84901	3.04949	2.7312	2.72004	2.66076	2.49412	2.68102	2.84587	3.11333	2.26953	1.64983	2.40052	3.75757	3.63027	2.09911	2.06605	1.9701	2.13578	2.58974	1.79133	1.81535	1.49374	2.49719	3.07459	3.54346	2.325	2.12821	2.2788	3.34583	2.18766	2.23162	2.70457	2.51376	2.69798	2.51446	2.04863	2.04776
hsa-mir-1269b	1.39999	0.345922	9.96959	0	2.85057	0.602674	9.24399	0.450298	8.91915	0.452317	0.426427	4.5121	0.120838	0	7.33342	0.681938	0.456904	1.77393	0	0.254987	0.24128	6.76531	0.912208	9.37942	0.178479	0.164058	10.3936	2.50895	8.21717	8.41708	6.74919	0.669549	0	0.223995	0.422807	0	0	5.06319	8.2223	0	0.311266	0	0.306897	2.44253	0.533521	0	0.893475	0	1.30819	0.922662
hsa-mir-1976	3.95213	3.27364	2.23542	2.93322	3.20522	2.39285	3.32444	1.30176	0.984857	1.50649	3.15538	3.05592	2.83099	1.84901	1.95762	3.07945	3.25846	2.42108	1.9733	2.44532	2.49622	2.43621	2.17878	1.1908	1.12777	3.52077	2.44736	1.58213	2.27049	3.66355	3.07154	0.988625	1.28438	2.94832	1.24009	2.46474	3.28032	4.07691	2.05354	1.58728	2.2788	2.74199	2.75875	2.39262	2.45275	3.11143	3.68207	0.636513	2.58075	4.67972
hsa-mir-3074	3.15734	2.68241	1.7078	1.98196	2.27421	1.80279	2.40944	1.40515	2.55963	0.941549	2.35806	2.21974	2.99806	3.13874	3.20799	2.59354	2.63606	2.42108	3.52195	2.28289	1.06505	3.43494	1.80685	3.02896	1.36753	2.81182	2.68795	1.40175	2.60877	4.19481	2.35469	1.24975	2.02739	2.88413	2.13925	2.91252	2.6977	2.46885	3.38594	2.32471	4.42409	5.93216	1.22851	1.19775	1.69479	1.67739	3.06622	2.71054	2.70844	2.33063
hsa-mir-4661	3.06617	1.66344	2.23542	1.30751	1.58978	2.55438	2.86255	1.75749	1.12098	1.72311	1.02269	3.34273	0.836969	2.16028	2.2352	3.52035	2.72004	3.34984	1.56125	1.8128	2.75153	3.60472	2.8128	4.41351	1.08363	2.04659	5.27101	2.92008	2.36278	3.72851	3.0358	1.9829	4.05211	2.17862	1.98232	2.49719	3.28032	3.00555	1.71888	2.03505	1.66319	3.30026	1.53424	1.68615	0.803859	1.81253	1.96938	2.7704	4.26823	2.56702
hsa-mir-5589	0.863542	5.58939	3.60015	5.14148	4.13984	0.390796	2.24019	3.17936	1.74411	2.16936	3.98073	2.88785	6.89414	0.901114	5.83032	1.38485	3.46728	3.81426	0.314855	4.65339	0.24128	0.124386	3.25176	3.08456	0.671388	0.31135	0.992634	1.79216	4.68382	2.10669	1.09193	0.478938	3.7993	4.44807	0	0.323228	0.403599	2.13817	1.71888	0.448387	2.76109	0.396276	0.109715	4.48803	3.13026	1.30198	3.64298	1.07665	1.84138	7.11582
hsa-mir-188	4.69255	2.26107	3.17571	1.07475	1.7551	2.17823	2.29884	3.66929	1.97722	2.80402	2.88013	3.36119	1.74798	2.9081	3.22927	1.93359	1.31636	2.28444	3.09769	1.73114	2.88195	1.92272	3.03604	1.91815	2.01038	1.60757	2.68795	1.88672	1.95183	4.57047	2.49293	2.38749	1.01832	2.46858	2.02318	3.00568	4.43693	1.23928	2.97736	2.88342	2.76109	3.10208	1.68366	1.30955	1.03144	1.30198	2.2023	1.25485	2.28549	3.49819
hsa-mir-377	6.15941	0.345922	1.16114	1.98196	1.29974	1.66804	2.82313	7.21911	0.476793	2.57802	1.97202	1.50032	0.836969	5.59333	1.40497	2.68676	2.12212	1.55379	1.67581	1.64458	2.54203	1.05695	1.68024	0.513587	3.87085	0.164058	4.78018	0.954875	0.563753	5.10682	4.56892	1.83154	1.95291	1.22879	2.6107	4.72734	3.01822	1.70842	2.24007	1.40071	1.66319	7.29606	1.32267	1.30955	1.22797	1.93608	3.12413	4.97733	1.41188	2.45366
hsa-mir-219a-1	1.67144	2.85442	2.52087	1.50789	2.47723	1.57066	2.40944	1.75749	2.7813	2.48619	1.76863	2.09294	2.94994	4.19772	2.60448	1.49205	2.35008	2.54589	2.92314	2.68102	0.933727	1.98967	1.86622	2.30896	1.57306	1.95992	3.60115	2.01786	2.8826	2.23146	1.287	3.10082	2.35113	2.37825	3.06664	3.5758	2.285	2.58247	2.86838	2.06678	0.973195	3.5926	1.01948	2.05037	3.97876	1.89606	2.25509	3.56243	2.22982	3.24919
hsa-mir-3653	2.69228	2.55516	2.17087	4.8033	1.67481	2.33472	1.74518	2.16352	2.35397	1.2515	2.09324	1.62777	2.47067	2.2939	2.19249	2.07823	3.60618	3.20593	4.3236	2.49565	1.86378	1.66041	1.9781	2.45674	1.69543	4.88474	1.89607	2.82775	1.76152	0.980137	1.45881	1.05847	3.23413	2.06739	0.843643	2.73343	0.977032	1.89593	2.40521	1.96942	4.0576	1.17914	2.35298	1.98451	3.20217	2.0859	4.29988	4.55213	1.19646	2.62053
hsa-mir-942	4.09734	1.99298	1.6138	1.30751	1.90341	2.17823	2.11521	3.44502	1.24535	2.53283	2.15024	2.88785	2.60104	1.84901	2.35623	1.68515	1.51751	1.77393	1.78193	1.8128	1.62923	2.23015	1.86622	2.3699	1.88739	3.67836	2.31013	1.84021	2.71763	2.81362	1.83664	2.05302	3.26524	2.81694	1.75861	3.73392	3.54257	4.11518	2.14982	1.90067	3.1996	3.89808	1.64773	2.23162	1.69479	2.18887	3.51895	1.41343	1.68457	2.94805
hsa-mir-496	6.66181	0	0.867283	0.797073	1.58978	2.07549	2.29884	8.12621	0	3.27106	1.83966	1.43211	0.971608	5.41415	1.24698	2.33016	1.08255	1.55379	1.56125	0.975723	2.12689	1.33957	1.54143	0.513587	1.88739	0	5.59287	1.58213	0.399159	5.74733	4.21653	1.94652	1.28438	1.42203	3.30069	4.62828	1.96541	2.46885	2.325	1.79097	0.784409	8.61479	0.962125	1.41331	1.31703	2.4039	2.57878	4.95171	1.91382	1.96744
hsa-mir-421	2.80935	1.66344	1.95783	0	1.18847	1.71437	3.50965	2.33043	3.32306	2.96576	1.69393	3.18588	2.08152	2.01302	2.10307	1.26904	1.85126	1.77393	2.06023	1.111	2.32334	2.11491	3.25176	3.30343	1.60464	2.34901	3.44601	3.616	1.69206	3.42311	2.41159	2.80822	2.35113	2.42412	2.96544	2.25305	5.2768	3.08482	2.24007	1.58728	2.54001	3.55429	0.706745	1.68615	1.48018	2.73407	1.83711	2.2031	2.82573	2.04776
hsa-mir-296	1.06534	1.53443	1.28829	2.33818	0.630583	1.16637	4.69465	0	2.29762	3.37713	1.61514	1.28517	1.70996	3.27427	1.47792	2.59354	2.45183	0.56946	5.52729	1.34857	2.9515	0.536274	1.80685	1.25682	2.34551	2.38272	3.71427	0.160018	2.53134	3.22725	2.49293	3.05029	3.439	3.33199	2.66335	1.75946	4.9701	2.78594	0.363425	1.35003	0.784409	5.71494	3.34564	2.39262	0.37663	2.90512	2.09053	5.1222	2.58075	3.5265
